,receptor,pathway,tf,tf_PPR,category,subcategory
8274,TNFRSF11A,Osteoclast differentiation,IKBKB,0.002750668,Organismal Systems,Development and regeneration
8275,TNFRSF11A,Osteoclast differentiation,IRF9,0.009620651,Organismal Systems,Development and regeneration
8276,TNFRSF11A,Osteoclast differentiation,JUN,0.003374866,Organismal Systems,Development and regeneration
8277,TNFRSF11A,Osteoclast differentiation,JUNB,0.003374866,Organismal Systems,Development and regeneration
8278,TNFRSF11A,Osteoclast differentiation,JUND,0.003374866,Organismal Systems,Development and regeneration
8279,TNFRSF11A,Osteoclast differentiation,MAPK10,0.003088072,Organismal Systems,Development and regeneration
8280,TNFRSF11A,Osteoclast differentiation,MAPK11,0.003088072,Organismal Systems,Development and regeneration
8281,TNFRSF11A,Osteoclast differentiation,MAPK12,0.003088072,Organismal Systems,Development and regeneration
8282,TNFRSF11A,Osteoclast differentiation,MAPK13,0.003088072,Organismal Systems,Development and regeneration
8283,TNFRSF11A,Osteoclast differentiation,MAPK14,0.003088072,Organismal Systems,Development and regeneration
8284,TNFRSF11A,Osteoclast differentiation,MAPK8,0.003088072,Organismal Systems,Development and regeneration
8285,TNFRSF11A,Osteoclast differentiation,MAPK9,0.003088072,Organismal Systems,Development and regeneration
8286,TNFRSF11A,Osteoclast differentiation,NFATC1,0.023335102,Organismal Systems,Development and regeneration
8287,TNFRSF11A,Osteoclast differentiation,NFKB1,0.004445488,Organismal Systems,Development and regeneration
8288,TNFRSF11A,Osteoclast differentiation,NFKB2,0.008189765,Organismal Systems,Development and regeneration
8289,TNFRSF11A,Osteoclast differentiation,NFKBIA,0.004347627,Organismal Systems,Development and regeneration
8290,TNFRSF11A,Osteoclast differentiation,PPP3R1,0.015634105,Organismal Systems,Development and regeneration
8291,TNFRSF11A,Osteoclast differentiation,RELA,0.004445488,Organismal Systems,Development and regeneration
8292,TNFRSF11A,Osteoclast differentiation,RELB,0.008189765,Organismal Systems,Development and regeneration
8293,TNFRSF11A,Osteoclast differentiation,STAT1,0.007743625,Organismal Systems,Development and regeneration
8294,TNFRSF11A,Osteoclast differentiation,STAT2,0.006564243,Organismal Systems,Development and regeneration
8295,TNFRSF11A,Osteoclast differentiation,FOSL2,0.003374866,Organismal Systems,Development and regeneration
8296,TNFRSF11A,Osteoclast differentiation,TRAF6,0.061163886,Organismal Systems,Development and regeneration
8297,LILRB2,Osteoclast differentiation,AKT1,0.002305733,Organismal Systems,Development and regeneration
8298,LILRB2,Osteoclast differentiation,AKT2,0.002305733,Organismal Systems,Development and regeneration
8299,LILRB2,Osteoclast differentiation,AKT3,0.002305733,Organismal Systems,Development and regeneration
8300,LILRB2,Osteoclast differentiation,CREB1,0.014127406,Organismal Systems,Development and regeneration
8301,LILRB2,Osteoclast differentiation,FOS,0.009887861,Organismal Systems,Development and regeneration
8302,LILRB2,Osteoclast differentiation,FOSB,0.001746309,Organismal Systems,Development and regeneration
8303,LILRB2,Osteoclast differentiation,FOSL1,0.001746309,Organismal Systems,Development and regeneration
8304,LILRB2,Osteoclast differentiation,IFNB1,0.005727214,Organismal Systems,Development and regeneration
8305,LILRB2,Osteoclast differentiation,IKBKB,0.001110743,Organismal Systems,Development and regeneration
8306,LILRB2,Osteoclast differentiation,IRF9,0.006013302,Organismal Systems,Development and regeneration
8307,LILRB2,Osteoclast differentiation,JUN,0.001746309,Organismal Systems,Development and regeneration
8308,LILRB2,Osteoclast differentiation,JUNB,0.001746309,Organismal Systems,Development and regeneration
8309,LILRB2,Osteoclast differentiation,JUND,0.001746309,Organismal Systems,Development and regeneration
8310,LILRB2,Osteoclast differentiation,MAPK10,0.001454292,Organismal Systems,Development and regeneration
8311,LILRB2,Osteoclast differentiation,MAPK11,0.001454292,Organismal Systems,Development and regeneration
8312,LILRB2,Osteoclast differentiation,MAPK12,0.001454292,Organismal Systems,Development and regeneration
8313,LILRB2,Osteoclast differentiation,MAPK13,0.001454292,Organismal Systems,Development and regeneration
8314,LILRB2,Osteoclast differentiation,MAPK14,0.001454292,Organismal Systems,Development and regeneration
8315,LILRB2,Osteoclast differentiation,MAPK8,0.001454292,Organismal Systems,Development and regeneration
8316,LILRB2,Osteoclast differentiation,MAPK9,0.001454292,Organismal Systems,Development and regeneration
8317,LILRB2,Osteoclast differentiation,NFATC1,0.019344459,Organismal Systems,Development and regeneration
8318,LILRB2,Osteoclast differentiation,NFKB1,0.002300297,Organismal Systems,Development and regeneration
8319,LILRB2,Osteoclast differentiation,NFKB2,0.002985776,Organismal Systems,Development and regeneration
8320,LILRB2,Osteoclast differentiation,NFKBIA,0.002106043,Organismal Systems,Development and regeneration
8321,LILRB2,Osteoclast differentiation,PPP3R1,0.016020288,Organismal Systems,Development and regeneration
8322,LILRB2,Osteoclast differentiation,RELA,0.002300297,Organismal Systems,Development and regeneration
8323,LILRB2,Osteoclast differentiation,RELB,0.002985776,Organismal Systems,Development and regeneration
8324,LILRB2,Osteoclast differentiation,STAT1,0.004851008,Organismal Systems,Development and regeneration
8325,LILRB2,Osteoclast differentiation,STAT2,0.00404878,Organismal Systems,Development and regeneration
8326,LILRB2,Osteoclast differentiation,FOSL2,0.001746309,Organismal Systems,Development and regeneration
8327,LILRB2,Osteoclast differentiation,TRAF6,0.016349002,Organismal Systems,Development and regeneration
8328,TNFRSF1A,Osteoclast differentiation,AKT1,0.013021613,Organismal Systems,Development and regeneration
8329,TNFRSF1A,Osteoclast differentiation,AKT2,0.013021613,Organismal Systems,Development and regeneration
8330,TNFRSF1A,Osteoclast differentiation,AKT3,0.013021613,Organismal Systems,Development and regeneration
8331,TNFRSF1A,Osteoclast differentiation,CREB1,0.006294542,Organismal Systems,Development and regeneration
8332,TNFRSF1A,Osteoclast differentiation,FOS,0.015920839,Organismal Systems,Development and regeneration
8333,TNFRSF1A,Osteoclast differentiation,FOSB,0.007336022,Organismal Systems,Development and regeneration
8334,TNFRSF1A,Osteoclast differentiation,FOSL1,0.007336022,Organismal Systems,Development and regeneration
8335,TNFRSF1A,Osteoclast differentiation,IFNB1,0.019970753,Organismal Systems,Development and regeneration
8336,TNFRSF1A,Osteoclast differentiation,IKBKB,0.007082404,Organismal Systems,Development and regeneration
8337,TNFRSF1A,Osteoclast differentiation,IRF9,0.017259186,Organismal Systems,Development and regeneration
8338,TNFRSF1A,Osteoclast differentiation,JUN,0.007336022,Organismal Systems,Development and regeneration
8339,TNFRSF1A,Osteoclast differentiation,JUNB,0.007336022,Organismal Systems,Development and regeneration
8340,TNFRSF1A,Osteoclast differentiation,JUND,0.007336022,Organismal Systems,Development and regeneration
8341,TNFRSF1A,Osteoclast differentiation,MAPK10,0.007219495,Organismal Systems,Development and regeneration
8342,TNFRSF1A,Osteoclast differentiation,MAPK11,0.007219495,Organismal Systems,Development and regeneration
8343,TNFRSF1A,Osteoclast differentiation,MAPK12,0.007219495,Organismal Systems,Development and regeneration
8344,TNFRSF1A,Osteoclast differentiation,MAPK13,0.007219495,Organismal Systems,Development and regeneration
8345,TNFRSF1A,Osteoclast differentiation,MAPK14,0.007219495,Organismal Systems,Development and regeneration
8346,TNFRSF1A,Osteoclast differentiation,MAPK8,0.007219495,Organismal Systems,Development and regeneration
8347,TNFRSF1A,Osteoclast differentiation,MAPK9,0.007219495,Organismal Systems,Development and regeneration
8348,TNFRSF1A,Osteoclast differentiation,NFATC1,0.025065845,Organismal Systems,Development and regeneration
8349,TNFRSF1A,Osteoclast differentiation,NFKB1,0.009663256,Organismal Systems,Development and regeneration
8350,TNFRSF1A,Osteoclast differentiation,NFKB2,0.022221026,Organismal Systems,Development and regeneration
8351,TNFRSF1A,Osteoclast differentiation,NFKBIA,0.009957417,Organismal Systems,Development and regeneration
8352,TNFRSF1A,Osteoclast differentiation,PPP3R1,0.005994225,Organismal Systems,Development and regeneration
8353,TNFRSF1A,Osteoclast differentiation,RELA,0.009663256,Organismal Systems,Development and regeneration
8354,TNFRSF1A,Osteoclast differentiation,RELB,0.022221026,Organismal Systems,Development and regeneration
8355,TNFRSF1A,Osteoclast differentiation,STAT1,0.013853295,Organismal Systems,Development and regeneration
8356,TNFRSF1A,Osteoclast differentiation,STAT2,0.011967158,Organismal Systems,Development and regeneration
8357,TNFRSF1A,Osteoclast differentiation,FOSL2,0.007336022,Organismal Systems,Development and regeneration
8358,TNFRSF1A,Osteoclast differentiation,TRAF6,0.186953185,Organismal Systems,Development and regeneration
8359,LILRB1,Osteoclast differentiation,AKT1,0.002305733,Organismal Systems,Development and regeneration
8360,LILRB1,Osteoclast differentiation,AKT2,0.002305733,Organismal Systems,Development and regeneration
8361,LILRB1,Osteoclast differentiation,AKT3,0.002305733,Organismal Systems,Development and regeneration
8362,LILRB1,Osteoclast differentiation,CREB1,0.014127406,Organismal Systems,Development and regeneration
8363,LILRB1,Osteoclast differentiation,FOS,0.009887861,Organismal Systems,Development and regeneration
8364,LILRB1,Osteoclast differentiation,FOSB,0.001746309,Organismal Systems,Development and regeneration
8365,LILRB1,Osteoclast differentiation,FOSL1,0.001746309,Organismal Systems,Development and regeneration
8366,LILRB1,Osteoclast differentiation,IFNB1,0.005727214,Organismal Systems,Development and regeneration
8367,LILRB1,Osteoclast differentiation,IKBKB,0.001110743,Organismal Systems,Development and regeneration
8368,LILRB1,Osteoclast differentiation,IRF9,0.006013302,Organismal Systems,Development and regeneration
8369,LILRB1,Osteoclast differentiation,JUN,0.001746309,Organismal Systems,Development and regeneration
8370,LILRB1,Osteoclast differentiation,JUNB,0.001746309,Organismal Systems,Development and regeneration
8371,LILRB1,Osteoclast differentiation,JUND,0.001746309,Organismal Systems,Development and regeneration
8372,LILRB1,Osteoclast differentiation,MAPK10,0.001454292,Organismal Systems,Development and regeneration
8373,LILRB1,Osteoclast differentiation,MAPK11,0.001454292,Organismal Systems,Development and regeneration
8374,LILRB1,Osteoclast differentiation,MAPK12,0.001454292,Organismal Systems,Development and regeneration
8375,LILRB1,Osteoclast differentiation,MAPK13,0.001454292,Organismal Systems,Development and regeneration
8376,LILRB1,Osteoclast differentiation,MAPK14,0.001454292,Organismal Systems,Development and regeneration
8377,LILRB1,Osteoclast differentiation,MAPK8,0.001454292,Organismal Systems,Development and regeneration
8378,LILRB1,Osteoclast differentiation,MAPK9,0.001454292,Organismal Systems,Development and regeneration
8379,LILRB1,Osteoclast differentiation,NFATC1,0.019344459,Organismal Systems,Development and regeneration
8380,LILRB1,Osteoclast differentiation,NFKB1,0.002300297,Organismal Systems,Development and regeneration
8381,LILRB1,Osteoclast differentiation,NFKB2,0.002985776,Organismal Systems,Development and regeneration
8382,LILRB1,Osteoclast differentiation,NFKBIA,0.002106043,Organismal Systems,Development and regeneration
8383,LILRB1,Osteoclast differentiation,PPP3R1,0.016020288,Organismal Systems,Development and regeneration
8384,LILRB1,Osteoclast differentiation,RELA,0.002300297,Organismal Systems,Development and regeneration
8385,LILRB1,Osteoclast differentiation,RELB,0.002985776,Organismal Systems,Development and regeneration
8386,LILRB1,Osteoclast differentiation,STAT1,0.004851008,Organismal Systems,Development and regeneration
8387,LILRB1,Osteoclast differentiation,STAT2,0.00404878,Organismal Systems,Development and regeneration
8388,LILRB1,Osteoclast differentiation,FOSL2,0.001746309,Organismal Systems,Development and regeneration
8389,LILRB1,Osteoclast differentiation,TRAF6,0.016349002,Organismal Systems,Development and regeneration
8390,LILRB3,Osteoclast differentiation,AKT1,0.002305733,Organismal Systems,Development and regeneration
8391,LILRB3,Osteoclast differentiation,AKT2,0.002305733,Organismal Systems,Development and regeneration
8392,LILRB3,Osteoclast differentiation,AKT3,0.002305733,Organismal Systems,Development and regeneration
8393,LILRB3,Osteoclast differentiation,CREB1,0.014127406,Organismal Systems,Development and regeneration
8394,LILRB3,Osteoclast differentiation,FOS,0.009887861,Organismal Systems,Development and regeneration
8395,LILRB3,Osteoclast differentiation,FOSB,0.001746309,Organismal Systems,Development and regeneration
8396,LILRB3,Osteoclast differentiation,FOSL1,0.001746309,Organismal Systems,Development and regeneration
8397,LILRB3,Osteoclast differentiation,IFNB1,0.005727214,Organismal Systems,Development and regeneration
8398,LILRB3,Osteoclast differentiation,IKBKB,0.001110743,Organismal Systems,Development and regeneration
8399,LILRB3,Osteoclast differentiation,IRF9,0.006013302,Organismal Systems,Development and regeneration
8400,LILRB3,Osteoclast differentiation,JUN,0.001746309,Organismal Systems,Development and regeneration
8401,LILRB3,Osteoclast differentiation,JUNB,0.001746309,Organismal Systems,Development and regeneration
8402,LILRB3,Osteoclast differentiation,JUND,0.001746309,Organismal Systems,Development and regeneration
8403,LILRB3,Osteoclast differentiation,MAPK10,0.001454292,Organismal Systems,Development and regeneration
8404,LILRB3,Osteoclast differentiation,MAPK11,0.001454292,Organismal Systems,Development and regeneration
8405,LILRB3,Osteoclast differentiation,MAPK12,0.001454292,Organismal Systems,Development and regeneration
8406,LILRB3,Osteoclast differentiation,MAPK13,0.001454292,Organismal Systems,Development and regeneration
8407,LILRB3,Osteoclast differentiation,MAPK14,0.001454292,Organismal Systems,Development and regeneration
8408,LILRB3,Osteoclast differentiation,MAPK8,0.001454292,Organismal Systems,Development and regeneration
8409,LILRB3,Osteoclast differentiation,MAPK9,0.001454292,Organismal Systems,Development and regeneration
8410,LILRB3,Osteoclast differentiation,NFATC1,0.019344459,Organismal Systems,Development and regeneration
8411,LILRB3,Osteoclast differentiation,NFKB1,0.002300297,Organismal Systems,Development and regeneration
8412,LILRB3,Osteoclast differentiation,NFKB2,0.002985776,Organismal Systems,Development and regeneration
8413,LILRB3,Osteoclast differentiation,NFKBIA,0.002106043,Organismal Systems,Development and regeneration
8414,LILRB3,Osteoclast differentiation,PPP3R1,0.016020288,Organismal Systems,Development and regeneration
8415,LILRB3,Osteoclast differentiation,RELA,0.002300297,Organismal Systems,Development and regeneration
8416,LILRB3,Osteoclast differentiation,RELB,0.002985776,Organismal Systems,Development and regeneration
8417,LILRB3,Osteoclast differentiation,STAT1,0.004851008,Organismal Systems,Development and regeneration
8418,LILRB3,Osteoclast differentiation,STAT2,0.00404878,Organismal Systems,Development and regeneration
8419,LILRB3,Osteoclast differentiation,FOSL2,0.001746309,Organismal Systems,Development and regeneration
8420,LILRB3,Osteoclast differentiation,TRAF6,0.016349002,Organismal Systems,Development and regeneration
8421,IFNAR1_IFNAR2,Osteoclast differentiation,AKT1,0.00415569,Organismal Systems,Development and regeneration
8422,IFNAR1_IFNAR2,Osteoclast differentiation,AKT2,0.00415569,Organismal Systems,Development and regeneration
8423,IFNAR1_IFNAR2,Osteoclast differentiation,AKT3,0.00415569,Organismal Systems,Development and regeneration
8424,IFNAR1_IFNAR2,Osteoclast differentiation,CREB1,0.002465137,Organismal Systems,Development and regeneration
8425,IFNAR1_IFNAR2,Osteoclast differentiation,FOS,0.031157283,Organismal Systems,Development and regeneration
8426,IFNAR1_IFNAR2,Osteoclast differentiation,FOSB,0.002655265,Organismal Systems,Development and regeneration
8427,IFNAR1_IFNAR2,Osteoclast differentiation,FOSL1,0.002655265,Organismal Systems,Development and regeneration
8428,IFNAR1_IFNAR2,Osteoclast differentiation,IFNB1,0.013893842,Organismal Systems,Development and regeneration
8429,IFNAR1_IFNAR2,Osteoclast differentiation,IKBKB,0.002159627,Organismal Systems,Development and regeneration
8430,IFNAR1_IFNAR2,Osteoclast differentiation,IRF9,0.095122084,Organismal Systems,Development and regeneration
8431,IFNAR1_IFNAR2,Osteoclast differentiation,JUN,0.002655265,Organismal Systems,Development and regeneration
8432,IFNAR1_IFNAR2,Osteoclast differentiation,JUNB,0.002655265,Organismal Systems,Development and regeneration
8433,IFNAR1_IFNAR2,Osteoclast differentiation,JUND,0.002655265,Organismal Systems,Development and regeneration
8434,IFNAR1_IFNAR2,Osteoclast differentiation,MAPK10,0.002427539,Organismal Systems,Development and regeneration
8435,IFNAR1_IFNAR2,Osteoclast differentiation,MAPK11,0.002427539,Organismal Systems,Development and regeneration
8436,IFNAR1_IFNAR2,Osteoclast differentiation,MAPK12,0.002427539,Organismal Systems,Development and regeneration
8437,IFNAR1_IFNAR2,Osteoclast differentiation,MAPK13,0.002427539,Organismal Systems,Development and regeneration
8438,IFNAR1_IFNAR2,Osteoclast differentiation,MAPK14,0.002427539,Organismal Systems,Development and regeneration
8439,IFNAR1_IFNAR2,Osteoclast differentiation,MAPK8,0.002427539,Organismal Systems,Development and regeneration
8440,IFNAR1_IFNAR2,Osteoclast differentiation,MAPK9,0.002427539,Organismal Systems,Development and regeneration
8441,IFNAR1_IFNAR2,Osteoclast differentiation,NFATC1,0.015767123,Organismal Systems,Development and regeneration
8442,IFNAR1_IFNAR2,Osteoclast differentiation,NFKB1,0.003497605,Organismal Systems,Development and regeneration
8443,IFNAR1_IFNAR2,Osteoclast differentiation,NFKB2,0.006425356,Organismal Systems,Development and regeneration
8444,IFNAR1_IFNAR2,Osteoclast differentiation,NFKBIA,0.003418527,Organismal Systems,Development and regeneration
8445,IFNAR1_IFNAR2,Osteoclast differentiation,PPP3R1,0.00220386,Organismal Systems,Development and regeneration
8446,IFNAR1_IFNAR2,Osteoclast differentiation,RELA,0.003497605,Organismal Systems,Development and regeneration
8447,IFNAR1_IFNAR2,Osteoclast differentiation,RELB,0.006425356,Organismal Systems,Development and regeneration
8448,IFNAR1_IFNAR2,Osteoclast differentiation,STAT1,0.074761818,Organismal Systems,Development and regeneration
8449,IFNAR1_IFNAR2,Osteoclast differentiation,STAT2,0.073831124,Organismal Systems,Development and regeneration
8450,IFNAR1_IFNAR2,Osteoclast differentiation,FOSL2,0.002655265,Organismal Systems,Development and regeneration
8451,IFNAR1_IFNAR2,Osteoclast differentiation,TRAF6,0.047900398,Organismal Systems,Development and regeneration
8452,IFNGR1_IFNGR2,Osteoclast differentiation,AKT1,0.007853295,Organismal Systems,Development and regeneration
8453,IFNGR1_IFNGR2,Osteoclast differentiation,AKT2,0.007853295,Organismal Systems,Development and regeneration
8454,IFNGR1_IFNGR2,Osteoclast differentiation,AKT3,0.007853295,Organismal Systems,Development and regeneration
8455,IFNGR1_IFNGR2,Osteoclast differentiation,CREB1,0.004253425,Organismal Systems,Development and regeneration
8456,IFNGR1_IFNGR2,Osteoclast differentiation,FOS,0.03572928,Organismal Systems,Development and regeneration
8457,IFNGR1_IFNGR2,Osteoclast differentiation,FOSB,0.004739011,Organismal Systems,Development and regeneration
8458,IFNGR1_IFNGR2,Osteoclast differentiation,FOSL1,0.004739011,Organismal Systems,Development and regeneration
8459,IFNGR1_IFNGR2,Osteoclast differentiation,IFNB1,0.019579465,Organismal Systems,Development and regeneration
8460,IFNGR1_IFNGR2,Osteoclast differentiation,IKBKB,0.004170543,Organismal Systems,Development and regeneration
8461,IFNGR1_IFNGR2,Osteoclast differentiation,IRF9,0.1001987,Organismal Systems,Development and regeneration
8462,IFNGR1_IFNGR2,Osteoclast differentiation,JUN,0.004739011,Organismal Systems,Development and regeneration
8463,IFNGR1_IFNGR2,Osteoclast differentiation,JUNB,0.004739011,Organismal Systems,Development and regeneration
8464,IFNGR1_IFNGR2,Osteoclast differentiation,JUND,0.004739011,Organismal Systems,Development and regeneration
8465,IFNGR1_IFNGR2,Osteoclast differentiation,MAPK10,0.004477823,Organismal Systems,Development and regeneration
8466,IFNGR1_IFNGR2,Osteoclast differentiation,MAPK11,0.004477823,Organismal Systems,Development and regeneration
8467,IFNGR1_IFNGR2,Osteoclast differentiation,MAPK12,0.004477823,Organismal Systems,Development and regeneration
8468,IFNGR1_IFNGR2,Osteoclast differentiation,MAPK13,0.004477823,Organismal Systems,Development and regeneration
8469,IFNGR1_IFNGR2,Osteoclast differentiation,MAPK14,0.004477823,Organismal Systems,Development and regeneration
8470,IFNGR1_IFNGR2,Osteoclast differentiation,MAPK8,0.004477823,Organismal Systems,Development and regeneration
8471,IFNGR1_IFNGR2,Osteoclast differentiation,MAPK9,0.004477823,Organismal Systems,Development and regeneration
8472,IFNGR1_IFNGR2,Osteoclast differentiation,NFATC1,0.022900029,Organismal Systems,Development and regeneration
8473,IFNGR1_IFNGR2,Osteoclast differentiation,NFKB1,0.006242385,Organismal Systems,Development and regeneration
8474,IFNGR1_IFNGR2,Osteoclast differentiation,NFKB2,0.012733912,Organismal Systems,Development and regeneration
8475,IFNGR1_IFNGR2,Osteoclast differentiation,NFKBIA,0.006246499,Organismal Systems,Development and regeneration
8476,IFNGR1_IFNGR2,Osteoclast differentiation,PPP3R1,0.003906545,Organismal Systems,Development and regeneration
8477,IFNGR1_IFNGR2,Osteoclast differentiation,RELA,0.006242385,Organismal Systems,Development and regeneration
8478,IFNGR1_IFNGR2,Osteoclast differentiation,RELB,0.012733912,Organismal Systems,Development and regeneration
8479,IFNGR1_IFNGR2,Osteoclast differentiation,STAT1,0.16383351,Organismal Systems,Development and regeneration
8480,IFNGR1_IFNGR2,Osteoclast differentiation,STAT2,0.034866585,Organismal Systems,Development and regeneration
8481,IFNGR1_IFNGR2,Osteoclast differentiation,FOSL2,0.004739011,Organismal Systems,Development and regeneration
8482,IFNGR1_IFNGR2,Osteoclast differentiation,TRAF6,0.100964389,Organismal Systems,Development and regeneration
8483,IL1R1_IL1RAP,Osteoclast differentiation,AKT1,0.013021613,Organismal Systems,Development and regeneration
8484,IL1R1_IL1RAP,Osteoclast differentiation,AKT2,0.013021613,Organismal Systems,Development and regeneration
8485,IL1R1_IL1RAP,Osteoclast differentiation,AKT3,0.013021613,Organismal Systems,Development and regeneration
8486,IL1R1_IL1RAP,Osteoclast differentiation,CREB1,0.006294542,Organismal Systems,Development and regeneration
8487,IL1R1_IL1RAP,Osteoclast differentiation,FOS,0.015920839,Organismal Systems,Development and regeneration
8488,IL1R1_IL1RAP,Osteoclast differentiation,FOSB,0.007336022,Organismal Systems,Development and regeneration
8489,IL1R1_IL1RAP,Osteoclast differentiation,FOSL1,0.007336022,Organismal Systems,Development and regeneration
8490,IL1R1_IL1RAP,Osteoclast differentiation,IFNB1,0.019970753,Organismal Systems,Development and regeneration
8491,IL1R1_IL1RAP,Osteoclast differentiation,IKBKB,0.007082404,Organismal Systems,Development and regeneration
8492,IL1R1_IL1RAP,Osteoclast differentiation,IRF9,0.017259186,Organismal Systems,Development and regeneration
8493,IL1R1_IL1RAP,Osteoclast differentiation,JUN,0.007336022,Organismal Systems,Development and regeneration
8494,IL1R1_IL1RAP,Osteoclast differentiation,JUNB,0.007336022,Organismal Systems,Development and regeneration
8495,IL1R1_IL1RAP,Osteoclast differentiation,JUND,0.007336022,Organismal Systems,Development and regeneration
8496,IL1R1_IL1RAP,Osteoclast differentiation,MAPK10,0.007219495,Organismal Systems,Development and regeneration
8497,IL1R1_IL1RAP,Osteoclast differentiation,MAPK11,0.007219495,Organismal Systems,Development and regeneration
8498,IL1R1_IL1RAP,Osteoclast differentiation,MAPK12,0.007219495,Organismal Systems,Development and regeneration
8499,IL1R1_IL1RAP,Osteoclast differentiation,MAPK13,0.007219495,Organismal Systems,Development and regeneration
8500,IL1R1_IL1RAP,Osteoclast differentiation,MAPK14,0.007219495,Organismal Systems,Development and regeneration
8501,IL1R1_IL1RAP,Osteoclast differentiation,MAPK8,0.007219495,Organismal Systems,Development and regeneration
8502,IL1R1_IL1RAP,Osteoclast differentiation,MAPK9,0.007219495,Organismal Systems,Development and regeneration
8503,IL1R1_IL1RAP,Osteoclast differentiation,NFATC1,0.025065845,Organismal Systems,Development and regeneration
8504,IL1R1_IL1RAP,Osteoclast differentiation,NFKB1,0.009663256,Organismal Systems,Development and regeneration
8505,IL1R1_IL1RAP,Osteoclast differentiation,NFKB2,0.022221026,Organismal Systems,Development and regeneration
8506,IL1R1_IL1RAP,Osteoclast differentiation,NFKBIA,0.009957417,Organismal Systems,Development and regeneration
8507,IL1R1_IL1RAP,Osteoclast differentiation,PPP3R1,0.005994225,Organismal Systems,Development and regeneration
8508,IL1R1_IL1RAP,Osteoclast differentiation,RELA,0.009663256,Organismal Systems,Development and regeneration
8509,IL1R1_IL1RAP,Osteoclast differentiation,RELB,0.022221026,Organismal Systems,Development and regeneration
8510,IL1R1_IL1RAP,Osteoclast differentiation,STAT1,0.013853295,Organismal Systems,Development and regeneration
8511,IL1R1_IL1RAP,Osteoclast differentiation,STAT2,0.011967158,Organismal Systems,Development and regeneration
8512,IL1R1_IL1RAP,Osteoclast differentiation,FOSL2,0.007336022,Organismal Systems,Development and regeneration
8513,IL1R1_IL1RAP,Osteoclast differentiation,TRAF6,0.186953185,Organismal Systems,Development and regeneration
8514,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,AKT1,0.002305733,Organismal Systems,Development and regeneration
8515,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,AKT2,0.002305733,Organismal Systems,Development and regeneration
8516,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,AKT3,0.002305733,Organismal Systems,Development and regeneration
8517,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,CREB1,0.014127406,Organismal Systems,Development and regeneration
8518,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,FOS,0.009887861,Organismal Systems,Development and regeneration
8519,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,FOSB,0.001746309,Organismal Systems,Development and regeneration
8520,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,FOSL1,0.001746309,Organismal Systems,Development and regeneration
8521,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,IFNB1,0.005727214,Organismal Systems,Development and regeneration
8522,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,IKBKB,0.001110743,Organismal Systems,Development and regeneration
8523,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,IRF9,0.006013302,Organismal Systems,Development and regeneration
8524,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,JUN,0.001746309,Organismal Systems,Development and regeneration
8525,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,JUNB,0.001746309,Organismal Systems,Development and regeneration
8526,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,JUND,0.001746309,Organismal Systems,Development and regeneration
8527,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,MAPK10,0.001454292,Organismal Systems,Development and regeneration
8528,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,MAPK11,0.001454292,Organismal Systems,Development and regeneration
8529,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,MAPK12,0.001454292,Organismal Systems,Development and regeneration
8530,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,MAPK13,0.001454292,Organismal Systems,Development and regeneration
8531,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,MAPK14,0.001454292,Organismal Systems,Development and regeneration
8532,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,MAPK8,0.001454292,Organismal Systems,Development and regeneration
8533,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,MAPK9,0.001454292,Organismal Systems,Development and regeneration
8534,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,NFATC1,0.019344459,Organismal Systems,Development and regeneration
8535,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,NFKB1,0.002300297,Organismal Systems,Development and regeneration
8536,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,NFKB2,0.002985776,Organismal Systems,Development and regeneration
8537,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,NFKBIA,0.002106043,Organismal Systems,Development and regeneration
8538,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,PPP3R1,0.016020288,Organismal Systems,Development and regeneration
8539,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,RELA,0.002300297,Organismal Systems,Development and regeneration
8540,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,RELB,0.002985776,Organismal Systems,Development and regeneration
8541,PLXNA1_TREM2_TYROBP,Osteoclast differentiation,STAT1,0.004851008,Organismal Systems,Development and regeneration
